,index,IDENTIFIER: Reference ID,FORMULA,PROPERTY: Microstructure,PROPERTY: Processing method,PROPERTY: grain size ($\mu$m),PROPERTY: ROM Density (g/cm$^3$),PROPERTY: Exp. Density (g/cm$^3$),PROPERTY: HV,PROPERTY: Type of test,PROPERTY: Test temperature ($^\circ$C),PROPERTY: YS (MPa),PROPERTY: UTS (MPa),PROPERTY: Elongation (%),PROPERTY: Elongation plastic (%),PROPERTY: Young modulus (GPa),PROPERTY: O content (wppm),PROPERTY: N content (wppm),PROPERTY: C content (wppm),REFERENCE: doi,REFERENCE: year,Unnamed: 0.1,alloy_names,structure,phase_1,phase_2,phase_3,phase_4,phase_5,vol_phase1,vol_phase2,vol_phase3,vol_phase4,vol_phase5,alloy,density_kgm3,solidus,liquidus,Ac_Al,entropy_jmol,enthalpy_jmol,gibbs_jmol,Al,Co,Fe,Ni,Si,Cr,Mn,Nb,Mo,Ti,Cu,C,V,Zr,B,Sn,Ta,Hf,W,Zn,Re,Y,Phase_Weight_Min,Phase_BCC,Phase_BCC+BCC,Phase_BCC+Sec.,Phase_FCC,Phase_FCC+BCC,Phase_FCC+Sec.,Phase_No Data,Phase_Other,Density,Modulus,Cost,Tm,Misfit,Rbar,delta,shear,bulk,pugh,VEC,SMIX,ModulusMX,DensityMX,TmMX,R_MX,shearMX,bulkMX,VECMX
113,189,25,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 V0.4,FCC+BCC,CAST,,7.5,,231.0,,25.0,,,,,189.0,,,,10.1007/s11661-006-0081-3,,189,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCC+BCC,0,0,0,0,1,0,0,0,7.7198827323603405,189.01694915254242,24.945762711864404,1726.1830508474575,0.8553901177822465,127.24491525423728,0.04112514081612917,72.5084745762712,157.96610169491527,2.1785881252921926,8.050847457627118,1.895815042950595,209.0,6.239398742616035,1249.6799999999996,19.049999999999983,89.0,104.0,8.0
114,190,25,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 V0.6,FCC+BCC+Sec.,CAST,,7.5,,328.0,,25.0,,,,,,,,,10.1007/s11661-006-0081-3,,190,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCC+Sec.,0,0,0,0,0,1,0,0,7.667518591702878,187.01639344262298,31.34098360655738,1741.1606557377052,0.8609102391830155,127.3877049180328,0.040856150584496674,71.672131147541,158.0327868852459,2.204940530649588,7.950819672131147,1.9153492571693584,209.0,6.239398742616035,1249.6799999999996,19.049999999999983,89.0,104.0,8.0
115,191,25,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 V0.8,FCC+BCC+Sec.,CAST,,7.4,,447.0,,25.0,,,,,,,,,10.1007/s11661-006-0081-3,,191,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 V0.8,SS+IM,BCC_B2#1,BCC_B2#2,FCC_L12#1,LIQUID#1,,0.18069738237238275,0.038253698979892746,0.2777641945860728,0.5032847240616516,,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 V0.8,1004.28,1543.31,4700.855637434523,2.311002552680635e-07,87.55357165279877,25998.819599555194,-85456.87711445765,0.07936507936507936,0.15873015873015872,0.15873015873015872,0.15873015873015872,,0.15873015873015872,,,,,0.15873015873015872,,0.126984126984127,,,,,,,,,,FCC+Sec.,0,0,0,0,0,1,0,0,7.618479158388745,185.14285714285717,37.33015873015872,1755.1873015873016,0.8640163769211388,127.52142857142857,0.04057566822069728,70.8888888888889,158.0952380952381,2.2301836094939542,7.857142857142858,1.9238970034500809,209.0,6.239398742616035,1249.6799999999996,19.049999999999983,89.0,104.0,8.0
116,192,25,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 V1,FCC+BCC+Sec.,CAST,,7.4,,639.0,,25.0,,,,,,,,,10.1007/s11661-006-0081-3,,192,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 V0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCC+Sec.,0,0,0,0,0,1,0,0,7.572457536355483,183.38461538461544,42.950769230769225,1768.3507692307694,0.8651159763313611,127.64692307692309,0.04028693824538085,70.15384615384616,158.15384615384616,2.2543859649122804,7.769230769230768,1.9251211907908181,209.0,6.239398742616035,1249.6799999999996,19.049999999999983,89.0,104.0,8.0
117,193,25,Al0.417 Co0.833 Cr0.833 Cu0.833 Fe0.833 Ni0.833 V1,BCC,CAST,,7.3,,579.0,,25.0,,,,,182.0,,,,10.1007/s11661-006-0081-3,,193,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 V0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCC,1,0,0,0,0,0,0,0,7.528649959416362,181.71748477248292,48.24398781798639,1780.6812791114294,0.8650647827459172,127.76658007882477,0.040005895151559376,69.45718380508778,158.20171981368682,2.277686930953548,7.685954854890719,1.9212262132547882,209.0,6.239398742616035,1249.6799999999996,19.049999999999983,89.0,104.0,8.0
118,194,25,Al0.357 Co0.714 Cr0.714 Cu0.714 Fe0.714 Ni0.714 V1,BCC,CAST,,7.3,,577.0,,25.0,,,,,180.0,,,,10.1007/s11661-006-0081-3,,194,Al0.357 Co0.714 Cr0.714 Cu0.714 Fe0.714 Ni0.714 V1,SS+IM,BCC_B2#1,BCC_B2#2,FCC_L12#1,LIQUID#1,,0.3739052615036077,0.03685543684416024,0.11432421599080406,0.474915085661428,,Al0.357 Co0.714 Cr0.714 Cu0.714 Fe0.714 Ni0.714 V1,1000.82,1574.02,4766.342043239945,2.0284107063045173e-07,87.25407038544567,25508.97176714575,-85565.45983352658,0.07245788512279278,0.14491577024558555,0.14491577024558555,0.14491577024558555,,0.14491577024558555,,,,,0.14491577024558555,,0.2029632636492795,,,,,,,,,,BCC,1,0,0,0,0,0,0,0,7.4883071826112815,180.1696772884108,53.22803328597524,1792.4201177186926,0.8625811156750958,127.8763892835397,0.039693755521467165,68.80982342196063,158.261010757053,2.299976992914998,7.60848386442054,1.9134538741677127,209.0,6.239398742616035,1249.6799999999996,19.049999999999983,89.0,104.0,8.0
119,195,25,Al0.312 Co0.625 Cr0.625 Cu0.625 Fe0.625 Ni0.625 V1,BCC,CAST,,7.2,,594.0,,25.0,,,,,179.0,,,,10.1007/s11661-006-0081-3,,195,Al0.357 Co0.714 Cr0.714 Cu0.714 Fe0.714 Ni0.714 V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCC,1,0,0,0,0,0,0,0,7.450484748773841,178.71647509578546,57.918976786116744,1803.4895965742621,0.8588483478589315,127.97927428442641,0.039377320876719135,68.20193824656299,158.31913455037187,2.321328962499835,7.535722334910974,1.9029070263383532,209.0,6.239398742616035,1249.6799999999996,19.049999999999983,89.0,104.0,8.0
120,196,25,Al0.278 Co0.556 Cr0.556 Cu0.556 Fe0.556 Ni0.556 V1,BCC,CAST,,7.2,,597.0,,25.0,,,,,177.0,,,,10.1007/s11661-006-0081-3,,196,Al0.278 Co0.556 Cr0.556 Cu0.556 Fe0.556 Ni0.556 V1,SS+IM,BCC_B2#1,BCC_B2#2,FCC_L12#1,FCC_L12#2,LIQUID#1,0.5318686622917912,0.060210824381798776,0.02498128937668084,0.04095841898785733,0.3419808049618719,Al0.278 Co0.556 Cr0.556 Cu0.556 Fe0.556 Ni0.556 V1,999.05,1565.89,5377.572644841368,1.8628548627149001e-07,86.1548573250807,24239.433869530763,-85435.699505297,0.06850665352390341,0.1370133070478068,0.1370133070478068,0.1370133070478068,,0.1370133070478068,,,,,0.1370133070478068,,0.24642681123706264,,,,,,,,,,BCC,1,0,0,0,0,0,0,0,7.413842847898801,177.32479053721048,62.32234598324298,1813.7189945786106,0.8554368832315847,128.07944307540666,0.039096455386033666,67.62050271069494,158.35584031542638,2.341831751723736,7.466239526860522,1.8905130889898134,209.0,6.239398742616035,1249.6799999999996,19.049999999999983,89.0,104.0,8.0
121,197,25,Al0.25 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5 V1,BCC,CAST,,7.2,,587.0,,25.0,,,,,176.0,,,,10.1007/s11661-006-0081-3,,197,Al0.25 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5 V1,SS+IM,BCC_B2#1,BCC_B2#2,FCC_L12#1,LIQUID#1,,0.6071368814083706,0.07478356155314073,0.07127920150902417,0.24680035552946444,,Al0.25 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5 V1,998.91,1556.66,5815.71745205187,1.8799965476010498e-07,85.47170590504535,23470.641796189146,-85334.83982093359,0.06666666666666668,0.13333333333333333,0.13333333333333333,0.13333333333333333,,0.13333333333333333,,,,,0.13333333333333333,,0.26666666666666666,,,,,,,,,,BCC,1,0,0,0,0,0,0,0,7.379166723815778,175.99999999999997,66.55733333333333,1823.637333333333,0.8505395555555557,128.174,0.038794376329596106,67.06666666666668,158.4,2.36182902584493,7.399999999999999,1.876273584430276,209.0,6.239398742616035,1249.6799999999996,19.049999999999983,89.0,104.0,8.0
122,198,26,Al1 Co1 Cr1 Cu1 Fe1 Ni1,FCC+BCC,CAST,,7.1,,472.0,,25.0,,,,,184.0,,,,10.1016/j.msea.2012.07.003,2012,198,Al0.25 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5 V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCC+BCC,0,0,0,0,1,0,0,0,7.407879090667157,183.16666666666663,10.03,1629.6566666666665,1.3573472222222225,128.28166666666664,0.05271074931711061,70.33333333333333,151.0,2.146919431279621,7.833333333333332,1.7917594692280547,209.0,6.239398742616035,1246.6799999999996,19.049999999999983,89.0,104.0,8.0
123,199,26,Al1 Co1 Cu1 Fe1 Nd1 Ni1,Other,CAST,,7.4,,578.0,,25.0,,,,,,,,,10.1016/j.msea.2012.07.003,2012,199,Al0.25 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5 V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,0,0,0,0,0,0,0,1,7.376819283068764,143.49999999999997,23.53,1481.1566666666665,25.17525833333333,134.79666666666665,0.10852842928813428,53.83333333333333,129.66666666666666,2.408668730650154,7.833333333333332,1.7917594692280547,170.0,6.239398742616035,877.68,39.88,66.0,148.0,8.0
124,200,26,Al1 Co1 Cu1 Fe1 Ni1,FCC+BCC,CAST,,7.0,,536.0,,25.0,,,,,164.0,,,,10.1016/j.msea.2012.07.003,2012,200,Al1 Co1 Cu1 Fe1 Ni1,SS+IM,BCC_B2#2,FCC_L12#1,,,,0.8698042039893565,0.1301957960106435,,,,Al1 Co1 Cu1 Fe1 Ni1,1027.06,1339.58,7346.189373166625,1.4491537131351772e-07,78.95703864552509,5056.8173532048495,-95455.4928425486,0.2,0.2,0.2,0.2,,,,,,,0.2,,,,,,,,,,,,FCC+BCC,0,0,0,0,1,0,0,0,7.451114659837932,164.0,10.236,1519.5880000000002,1.6173760000000004,128.95600000000002,0.05599342884255937,61.40000000000001,149.2,2.429967426710097,8.200000000000001,1.6094379124341005,141.0,6.239398742616035,877.68,19.049999999999983,56.0,104.0,8.0
125,201,26,Al1 Co1 Cu1 Fe1 Ni1 Si1,FCC+BCC,CAST,,5.9,,682.0,,25.0,,,,,145.0,,,,10.1016/j.msea.2012.07.003,2012,201,Al1 Co1 Cu1 Fe1 Ni1 Si1,SS+IM,BCC_B2#1,BCC_B2#2,CO2SI_C23#1,FCC_L12#2,,0.06719648274522604,0.4799299688627126,0.26542803611161186,0.1874455122804496,,Al1 Co1 Cu1 Fe1 Ni1 Si1,1001.02,1535.32,6609.550030405047,1.8828233514080106e-06,74.1413429854139,-7231.582254218627,-101613.51187465053,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,,,,,,0.16666666666666666,,,,,,,,,,,,FCC+BCC,0,0,0,0,1,0,0,0,6.597397926868813,144.49999999999997,8.863333333333333,1547.4899999999998,4.245955555555557,126.68,0.06573756487380647,51.16666666666666,141.0,2.7557003257329,7.499999999999999,1.7917594692280547,164.0,6.608738480592817,877.68,27.86999999999999,82.0,104.0,8.0
126,202,26,Al1 Co1 Cu1 Fe1 Ni1 Ti1,FCC+BCC,CAST,,6.5,,626.0,,25.0,,,,,156.0,,,,10.1016/j.msea.2012.07.003,2012,202,Al1 Co1 Cu1 Fe1 Ni1 Ti1,SS+IM,BCC_B2#2,C14_LAVES#1,FCC_L12#1,,,0.6827523607517659,0.17202662882528766,0.1452210104229465,,,Al1 Co1 Cu1 Fe1 Ni1 Ti1,1007.9,1217.37,6754.186880663116,4.145402416990061e-07,75.25107659564472,-4887.127715938026,-100681.74822219372,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,,,,,,0.16666666666666666,0.16666666666666666,,,,,,,,,,,,FCC+BCC,0,0,0,0,1,0,0,0,6.959575499739629,155.99999999999997,10.363333333333333,1589.823333333333,2.724188888888889,131.82166666666666,0.06973716537451789,58.5,142.66666666666666,2.4387464387464384,7.499999999999999,1.7917594692280547,141.0,6.239398742616035,1007.68,22.03,56.0,104.0,8.0
127,203,26,Al1 Co1 Cu1 Fe1 Ni1 Zr1,FCC+BCC+Sec.,CAST,,6.9,,472.0,,25.0,,,,,,,,,10.1016/j.msea.2012.07.003,2012,203,Al1 Co1 Cu1 Fe1 Ni1 Zr1,SS+IM,BCC_B2#2,C15_LAVES#1,FCC_L12#1,HEUSLER_L21#1,LIQUID#1,0.2030302444054129,0.13550499493314164,0.13688483228198375,0.4189716394419049,0.10560828893755672,Al1 Co1 Cu1 Fe1 Ni1 Zr1,998.95,1162.87,7439.623943931501,7.345046652704593e-07,77.02781319208002,-9851.11519107335,-107907.5213845912,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,,,,,,,0.16666666666666666,,,0.16666666666666666,,,,,,,,,FCC+Sec.,0,0,0,0,0,1,0,0,7.293665450007597,147.99999999999997,270.1966666666666,1620.9399999999996,7.266533333333332,134.17166666666665,0.0998454960307826,56.66666666666666,139.16666666666666,2.4558823529411766,7.499999999999999,1.7917594692280547,143.0,6.239398742616035,1194.3799999999997,36.13,56.0,104.0,8.0
128,220,31,Co1 Cu1 Fe1 Mn1 Ni1,FCC,CAST,,8.4,,208.0,T,25.0,,478.0,,14.0,190.0,,,,10.1016/j.matdes.2012.08.019,2012,220,Co1 Cu1 Fe1 Mn1 Ni1,SS,FCC_L12#1,,,,,1.0,,,,,Co1 Cu1 Fe1 Mn1 Ni1,1156.85,1268.32,7604.279956540325,0.0,90.42340667692163,32584.70089259523,-82524.29580712599,,0.2,0.2,0.2,,,0.2,,,,0.2,,,,,,,,,,,,FCC,0,0,0,1,0,0,0,0,8.406395424463783,189.6,10.236,1636.7240000000004,0.082496,127.322,0.03177449434710999,56.2,158.0,2.811387900355872,9.0,1.6094379124341005,81.0,1.462994919486782,453.38000000000017,10.879999999999995,82.0,60.0,4.0
129,221,31,Co1 Cu1 Fe1 Mn1 Ni1 Sn0.03,FCC,CAST,,8.4,,192.0,T,25.0,,465.0,,18.0,,,,,10.1016/j.matdes.2012.08.019,2012,221,Co1 Cu1 Fe1 Mn1 Ni1 Sn0.03,SS,FCC_L12#2,,,,,1.0,,,,,Co1 Cu1 Fe1 Mn1 Ni1 Sn0.03,1105.11,1264.36,7598.644504293655,0.0,90.7585754871006,32543.510272102645,-82992.15632297641,,0.1988071570576541,0.1988071570576541,0.1988071570576541,,,0.1988071570576541,,,,0.1988071570576541,,,,,0.005964214711729622,,,,,,,FCC,0,0,0,1,0,0,0,0,8.399713533685244,188.76739562624252,10.306163021868787,1629.9737375745526,0.5978645818923435,127.52882703777337,0.03793046456625675,55.97216699801192,157.403578528827,2.8121758897492364,8.970178926441351,1.636333848310375,161.0,1.6514876720205771,1306.07,37.88,82.0,122.0,7.0
130,222,31,Co1 Cu1 Fe1 Mn1 Ni1 Sn0.05,FCC+Sec.,CAST,,8.4,,205.0,T,25.0,,475.0,,12.0,,,,,10.1016/j.matdes.2012.08.019,2012,222,Co1 Cu1 Fe1 Mn1 Ni1 Sn0.05,SS,FCC_L12#2,,,,,1.0,,,,,Co1 Cu1 Fe1 Mn1 Ni1 Sn0.05,1066.67,1261.73,7594.94141789755,0.0,90.93781642441373,32516.549274558907,-83247.29103371977,,0.19801980198019808,0.19801980198019808,0.19801980198019808,,,0.19801980198019808,,,,0.19801980198019808,,,,,0.0099009900990099,,,,,,,FCC+Sec.,0,0,0,0,0,1,0,0,8.395303044722512,188.21782178217828,10.352475247524756,1625.518118811881,0.9346503283991764,127.6653465346535,0.041443383491918326,55.82178217821782,157.00990099009903,2.8126995388435616,8.950495049504951,1.649048958867011,161.0,1.6514876720205771,1306.07,37.88,82.0,122.0,7.0
131,223,31,Co1 Cu1 Fe1 Mn1 Ni1 Sn0.08,FCC+Sec.,CAST,,8.3,,219.0,T,25.0,,425.0,,7.0,,,,,10.1016/j.matdes.2012.08.019,2012,223,Co1 Cu1 Fe1 Mn1 Ni1 Sn0.08,SS+IM,FCC_L12#2,LIQUID#1,,,,0.9965075761102022,0.0034924238897977755,,,,Co1 Cu1 Fe1 Mn1 Ni1 Sn0.08,991.99,1257.81,7589.30129019157,0.0,91.19285001192414,32492.88477613372,-83595.61328904566,,0.19685039370078736,0.19685039370078736,0.19685039370078736,,,0.19685039370078736,,,,0.19685039370078736,,,,,0.015748031496062992,,,,,,,FCC+Sec.,0,0,0,0,0,1,0,0,8.388752426765068,187.4015748031496,10.421259842519682,1618.900472440945,1.4298790997581994,127.86811023622046,0.046100744781162516,55.59842519685039,156.42519685039366,2.8134825095595515,8.921259842519682,1.6650865158314654,161.0,1.6514876720205771,1306.07,37.88,82.0,122.0,7.0
132,224,31,Co1 Cu1 Fe1 Mn1 Ni1 Sn0.1,FCC+Sec.,CAST,,8.3,,253.0,T,25.0,,470.0,,6.0,,,,,10.1016/j.matdes.2012.08.019,2012,224,Co1 Cu1 Fe1 Mn1 Ni1 Sn0.1,SS+IM,FCC_L12#2,LIQUID#1,,,,0.9713679460705124,0.028632053929487568,,,,Co1 Cu1 Fe1 Mn1 Ni1 Sn0.1,914.37,1255.2,7584.25186658548,0.0,91.43937827186949,32587.651994725136,-83814.6765453647,,0.19607843137254904,0.19607843137254904,0.19607843137254904,,,0.19607843137254904,,,,0.19607843137254904,,,,,0.0196078431372549,,,,,,,FCC+Sec.,0,0,0,0,0,1,0,0,8.384428162623228,186.86274509803926,10.466666666666667,1614.5319607843144,1.7535347943098811,128.00196078431378,0.04889029268866982,55.450980392156865,156.03921568627453,2.814002828854314,8.901960784313726,1.6743892670438891,161.0,1.6514876720205771,1306.07,37.88,82.0,122.0,7.0
133,225,31,Co1 Cu1 Fe1 Mn1 Ni1 Sn0.2,FCC+Sec.,CAST,,8.3,,319.0,T,25.0,,368.0,,2.0,,,,,10.1016/j.matdes.2012.08.019,2012,225,Co1 Cu1 Fe1 Mn1 Ni1 Sn0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCC+Sec.,0,0,0,0,0,1,0,0,8.363305795468849,184.2307692307692,10.688461538461537,1593.1934615384614,3.297207100591716,128.6557692307692,0.06031259972365088,54.73076923076921,154.15384615384613,2.8165846802529866,8.807692307692307,1.7105600837579242,161.0,1.6514876720205771,1306.07,37.88,82.0,122.0,7.0
134,227,32,Al1 Cr1 Cu1 Fe1 Ni0.6,FCC+BCC,ANNEAL,,6.6,,496.0,,25.0,,,,,176.0,,,,10.1016/j.msea.2011.11.063,2011,227,Al1 Cr1 Cu1 Fe1 Ni0.6,SS+IM,BCC_B2#1,BCC_B2#2,,,,0.384866752068617,0.6151332479313831,,,,Al1 Cr1 Cu1 Fe1 Ni0.6,1018.35,1432.01,6548.0024323802245,2.486554114588875e-06,78.72208116401434,12459.074966493552,-87754.13435529673,0.2173913043478261,,0.2173913043478261,0.13043478260869565,,0.2173913043478261,,,,,0.2173913043478261,,,,,,,,,,,,FCC+BCC,0,0,0,0,1,0,0,0,6.967116982994346,176.08695652173913,5.778260869565218,1591.0304347826086,1.5152344045368618,129.29434782608695,0.05747699582315876,68.82608695652175,142.17391304347828,2.065698041692988,7.391304347826088,1.5926857326819177,209.0,6.239398742616035,1246.6799999999996,19.049999999999983,89.0,104.0,8.0
135,228,32,Al1 Cr1 Cu1 Fe1 Ni0.8,FCC+BCC,ANNEAL,,6.7,,486.0,,25.0,,,,,177.0,,,,10.1016/j.msea.2011.11.063,2011,228,Al1 Cr1 Cu1 Fe1 Ni0.8,SS+IM,BCC_B2#1,BCC_B2#2,,,,0.36075074887362535,0.6392492511263748,,,,Al1 Cr1 Cu1 Fe1 Ni0.8,1018.29,1423.66,6641.3352715648,1.2452437405797822e-06,78.84821536975427,11785.76476404462,-88588.01340165256,0.2083333333333333,,0.2083333333333333,0.16666666666666669,,0.2083333333333333,,,,,0.2083333333333333,,,,,,,,,,,,FCC+BCC,0,0,0,0,1,0,0,0,7.047963588217332,177.08333333333337,6.120833333333334,1596.7375,1.5006067708333335,129.09833333333333,0.0568207614280977,69.125,143.75000000000003,2.079566003616637,7.500000000000001,1.6058065097995469,209.0,6.239398742616035,1246.6799999999996,19.049999999999983,89.0,104.0,8.0
136,229,32,Al0.833 Cr0.833 Cu0.833 Fe0.833 Ni1,FCC+BCC,ANNEAL,,6.8,,407.0,,25.0,,,,,179.0,,,,10.1016/j.msea.2011.11.063,2011,229,Al0.833 Cr0.833 Cu0.833 Fe0.833 Ni1,SS+IM,BCC_B2#1,BCC_B2#2,,,,0.3340035343596947,0.6659964656403053,,,,Al0.833 Cr0.833 Cu0.833 Fe0.833 Ni1,1013.35,1374.36,6800.948153171785,3.851990562590161e-07,79.26664133888939,11656.840640739116,-89249.59378366706,0.1922899353647276,,0.1922899353647276,0.2308402585410896,,0.1922899353647276,,,,,0.1922899353647276,,,,,,,,,,,,FCC+BCC,0,0,0,0,1,0,0,0,7.1911583787424735,178.84810710987995,6.727594644506003,1606.8458033240995,1.4643467832154191,128.7511542012927,0.05552668057615833,69.65443213296399,146.54155124653738,2.1038367087223233,7.692520775623269,1.6065714560705449,209.0,6.239398742616035,1246.6799999999996,19.049999999999983,89.0,104.0,8.0
137,230,32,Al0.714 Cr0.714 Cu0.714 Fe0.714 Ni1,FCC+BCC,ANNEAL,,6.9,,367.0,,25.0,,,,,180.0,,,,10.1016/j.msea.2011.11.063,2011,230,Al0.714 Cr0.714 Cu0.714 Fe0.714 Ni1,SS+IM,BCC_B2#1,BCC_B2#2,FCC_L12#1,,,0.3124780748477241,0.6635755257956605,0.023946399356615446,,,Al0.714 Cr0.714 Cu0.714 Fe0.714 Ni1,1010.28,1341.85,6864.735244544541,2.5423569444527286e-07,79.56501151675874,12023.509197086209,-89262.75046374768,0.18516597510373445,,0.18516597510373445,0.25933609958506226,,0.18516597510373445,,,,,0.18516597510373445,,,,,,,,,,,,FCC+BCC,0,0,0,0,1,0,0,0,7.254743038256535,179.63174273858922,6.997022821576764,1611.3343257261413,1.4440033631641584,128.5969917012448,0.05489500849081284,69.88952282157678,147.78112033195023,2.1144960555708106,7.7780082987551875,1.5991395407345883,209.0,6.239398742616035,1246.6799999999996,19.049999999999983,89.0,104.0,8.0
141,249,38,Al0.667 Li0.667 Mg0.333 Sc0.667 Ti1,FCC+HCP,,,2.7,,591.0,,25.0,,,,,69.0,,,,10.1080/21663831.2014.985855,2014,249,Al1 Cu1 Ni1 Ti1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCC+Sec.,0,0,0,0,0,1,0,0,2.769729714954948,69.07657468506298,2858.8551289742045,1314.7288362327533,3.724809975821272,151.69956808638273,0.051765343615245936,26.73887222555489,66.29664067186563,2.4794105044005774,3.0,1.5570541550855481,111.1,3.9687767806613303,1487.5,20.930000000000007,39.8,99.0,2.0
169,342,51,Hf1 Nb1 Si0.5 Ti1 V1,BCC+Sec.,CAST,,8.6,,490.0,C,25.0,1399.0,1608.0,11.0,,,,,,10.1016/j.matlet.2016.03.092,2016,342,Hf1 Nb1 Si0.5 Ti1 V1,SS+IM,BCC_B2#1,C16_THETA#1,M5SI3_D88#1,,,0.7566976671918829,0.2239279539316362,0.019374378876480768,,,Hf1 Nb1 Si0.5 Ti1 V1,1174.93,1443.21,9067.02795973671,0.0,82.0723809947104,9261.582436966706,-95216.55856929962,,,,,0.1111111111111111,,,0.2222222222222222,,0.2222222222222222,,,0.2222222222222222,,,,,0.2222222222222222,,,,,BCC+Sec.,0,0,1,0,0,0,0,0,7.477374262977139,100.11111111111109,2802.666666666666,2271.8888888888887,3.076333333333332,141.34444444444443,0.09003452639844814,35.33333333333333,133.33333333333331,3.7735849056603774,4.4444444444444455,1.5810937501718234,81.0,10.951691690357736,1063.0,42.45,47.0,70.0,1.0
174,391,60,Co1 Fe1 Mo0.2 Ni1 V1,FCC+Sec.,CAST,,8.0,,267.0,,25.0,,,,,,,,,10.1016/j.jallcom.2015.07.185,2015,391,Co1 Fe1 Mo0.2 Ni1 V1,SS+IM,FCC_L12#1,SIGMA#1,,,,0.8935680840994251,0.10643191590057496,,,,Co1 Fe1 Mo0.2 Ni1 V1,1265.01,1330.86,7607.914030206041,0.0,84.93452049269645,25306.657271363198,-82814.98731583937,,0.2380952380952381,0.2380952380952381,0.2380952380952381,,,,,0.047619047619047616,,,,0.2380952380952381,,,,,,,,,,FCC+Sec.,0,0,0,0,0,1,0,0,8.044826665892648,193.76190476190484,67.66190476190475,1921.2380952380952,0.6780204081632657,126.82428571428572,0.02876398721317917,67.6190476190476,175.23809523809524,2.591549295774648,7.904761904761903,1.5117244258814226,201.0,4.105368547031326,1168.0,12.139999999999983,62.0,70.0,5.0
175,392,60,Co1 Fe1 Mo0.4 Ni1 V1,FCC+Sec.,CAST,,8.1,,402.0,,25.0,,,,,,,,,10.1016/j.jallcom.2015.07.185,2015,392,Co1 Fe1 Mo0.4 Ni1 V1,SS+IM,FCC_L12#1,SIGMA#1,,,,0.7829975830053366,0.21700241699466336,,,,Co1 Fe1 Mo0.4 Ni1 V1,1257.62,1485.26,7773.227264763811,0.0,84.0921922909205,24647.035909056405,-82402.32487728537,,0.2272727272727273,0.2272727272727273,0.2272727272727273,,,,,0.09090909090909093,,,,0.2272727272727273,,,,,,,,,,FCC+Sec.,0,0,0,0,0,1,0,0,8.144068407867483,199.9090909090909,69.58636363636364,1965.5454545454545,0.8398481404958682,127.25318181818182,0.031984346639927344,65.45454545454545,177.7272727272727,2.715277777777777,7.8181818181818175,1.5649036983673206,201.0,4.105368547031326,1168.0,12.139999999999983,62.0,70.0,5.0
176,393,60,Co1 Fe1 Mo0.6 Ni1 V1,FCC+Sec.,CAST,,8.2,,557.0,,25.0,,,,,,,,,10.1016/j.jallcom.2015.07.185,2015,393,Co1 Fe1 Mo0.6 Ni1 V1,SS+IM,FCC_L12#1,SIGMA#1,,,,0.6971296296922456,0.30287037030775443,,,,Co1 Fe1 Mo0.6 Ni1 V1,1261.22,1585.99,7913.123663880279,0.0,83.41603258823464,24281.71871637678,-81906.89076844591,,0.2173913043478261,0.2173913043478261,0.2173913043478261,,,,,0.13043478260869565,,,,0.2173913043478261,,,,,,,,,,FCC+Sec.,0,0,0,0,0,1,0,0,8.234680433148855,205.5217391304348,71.34347826086956,2006.0,0.9715803402646509,127.64478260869566,0.03434514531579096,63.47826086956523,180.00000000000003,2.8356164383561633,7.739130434782608,1.5926857326819177,201.0,4.105368547031326,1168.0,12.139999999999983,62.0,70.0,5.0
