,index,IDENTIFIER: Reference ID,FORMULA,PROPERTY: Microstructure,PROPERTY: Processing method,PROPERTY: grain size ($\mu$m),PROPERTY: ROM Density (g/cm$^3$),PROPERTY: Exp. Density (g/cm$^3$),PROPERTY: HV,PROPERTY: Type of test,PROPERTY: Test temperature ($^\circ$C),PROPERTY: YS (MPa),PROPERTY: UTS (MPa),PROPERTY: Elongation (%),PROPERTY: Elongation plastic (%),PROPERTY: Young modulus (GPa),PROPERTY: O content (wppm),PROPERTY: N content (wppm),PROPERTY: C content (wppm),REFERENCE: doi,REFERENCE: year,Unnamed: 0.1,alloy_names,structure,phase_1,phase_2,phase_3,phase_4,phase_5,vol_phase1,vol_phase2,vol_phase3,vol_phase4,vol_phase5,alloy,density_kgm3,solidus,liquidus,Ac_Al,entropy_jmol,enthalpy_jmol,gibbs_jmol,Al,Co,Fe,Ni,Si,Cr,Mn,Nb,Mo,Ti,Cu,C,V,Zr,B,Sn,Ta,Hf,W,Zn,Re,Y,Phase_Weight_Min,Phase_BCC,Phase_BCC+BCC,Phase_BCC+Sec.,Phase_FCC,Phase_FCC+BCC,Phase_FCC+Sec.,Phase_No Data,Phase_Other,Density,Modulus,Cost,Tm,Misfit,Rbar,delta,shear,bulk,pugh,VEC,SMIX,ModulusMX,DensityMX,TmMX,R_MX,shearMX,bulkMX,VECMX
86,157,20,Al0.8 Co1 Cr1 Cu1 Fe1,FCC+BCC,,,7.0,,271.0,,25.0,,,,,177.0,,,,10.3166/acsm.31.633-648,,157,Al0.8 Co1 Cr1 Cu1 Fe1,SS+IM,BCC_B2#1,BCC_B2#2,FCC_L12#1,,,0.12702278325677865,0.6428346517822305,0.2301425649609909,,,Al0.8 Co1 Cr1 Cu1 Fe1,1047.59,1346.71,6987.38921118679,2.3159095094452736e-06,79.81468799450171,18383.485283844,-83220.61253315667,0.16666666666666669,0.2083333333333333,0.2083333333333333,,,0.2083333333333333,,,,,0.2083333333333333,,,,,,,,,,,,FCC+BCC,0,0,0,0,1,0,0,0,7.291710049095202,184.37500000000003,9.5375,1638.1825,1.2666493055555557,128.43041666666664,0.05226440304767376,71.0,148.08333333333334,2.085680751173709,7.583333333333334,1.6058065097995469,209.0,6.239398742616035,1246.6799999999996,19.049999999999983,89.0,104.0,8.0
87,158,20,Al1 Co0.769 Cr0.769 Cu0.769 Fe0.769,FCC+BCC,,,6.5,,476.0,,25.0,,,,,165.0,,,,10.3166/acsm.31.633-648,,158,Al1 Co0.769 Cr0.769 Cu0.769 Fe0.769,SS+IM,BCC_B2#1,BCC_B2#2,BCC_B2#3,,,0.12273019400207402,0.2293490518857579,0.6479207541121681,,,Al1 Co0.769 Cr0.769 Cu0.769 Fe0.769,1033.34,1303.44,6627.5945402509715,7.583097208964824e-06,77.64047303447217,11150.47760524367,-87685.84456763939,0.2453385672227674,0.18866535819430813,0.18866535819430813,,,0.18866535819430813,,,,,0.18866535819430813,,,,,,,,,,,,FCC+BCC,0,0,0,0,1,0,0,0,6.858049507463249,173.57728164867515,8.825912659470069,1571.6390529931302,1.6725370077217847,129.82192590775267,0.059354986430395225,66.75171736997055,141.2782139352306,2.116473096148192,7.150637880274779,1.6033387394894512,209.0,6.239398742616035,1246.6799999999996,19.049999999999983,89.0,104.0,8.0
88,159,20,Al1 Co0.667 Cr0.667 Cu0.667 Fe0.667,FCC+BCC,,,6.3,,510.0,,25.0,,,,,167.0,,,,10.3166/acsm.31.633-648,,159,Al1 Co0.667 Cr0.667 Cu0.667 Fe0.667,SS+IM,BCC_B2#1,BCC_B2#2,BCC_B2#3,,,0.1225932341282801,0.22467719838145386,0.652729567490266,,,Al1 Co0.667 Cr0.667 Cu0.667 Fe0.667,1038.07,1313.02,6492.170432556084,1.184072857272819e-05,76.8126743404258,8841.571989717513,-88940.96244564453,0.27262813522355506,0.1818429661941112,0.1818429661941112,,,0.1818429661941112,,,,,0.1818429661941112,,,,,,,,,,,,FCC+BCC,0,0,0,0,1,0,0,0,6.707622115262594,169.8317884405671,8.579078516902943,1548.5565812431842,1.7877377619103112,130.30461014176663,0.06112481053159409,65.27808069792803,138.91766630316246,2.128090544604076,7.000545256270446,1.5942068711394362,209.0,6.239398742616035,1246.6799999999996,19.049999999999983,89.0,104.0,8.0
89,160,20,Al1 Co0.556 Cr0.556 Cu0.556 Fe0.556,FCC+BCC,,,6.0,,557.0,,25.0,,,,,155.0,,,,10.3166/acsm.31.633-648,,160,Al1 Co0.556 Cr0.556 Cu0.556 Fe0.556,SS+IM,BCC_B2#1,BCC_B2#2,BCC_B2#3,,,0.2149050358892064,0.12791778061283055,0.6571771834979631,,,Al1 Co0.556 Cr0.556 Cu0.556 Fe0.556,1038.69,1323.31,6302.64118435457,2.1751748895780966e-05,75.71295371407048,6004.132486563597,-90378.45759144812,0.31017369727047145,0.17245657568238215,0.17245657568238215,,,0.17245657568238215,,,,,0.17245657568238215,,,,,,,,,,,,FCC+BCC,0,0,0,0,1,0,0,0,6.500660942873845,164.6786600496278,8.239478908188586,1516.799230769231,1.9246885609787636,130.96869727047147,0.06308666203111052,63.250620347394545,135.66997518610424,2.144958807375441,6.794044665012407,1.5755418860721044,209.0,6.239398742616035,1246.6799999999996,19.049999999999983,89.0,104.0,8.0
90,161,20,Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5,FCC+BCC,,,5.9,,567.0,,25.0,,,,,152.0,,,,10.3166/acsm.31.633-648,,161,Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5,SS+IM,BCC_B2#1,BCC_B2#2,BCC_B2#3,,,0.2055084682746702,0.13508991803649867,0.6594016136888311,,,Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5,1035.23,1327.64,6184.268295425275,3.158694814778328e-05,75.0610581219895,4460.671120443971,-91092.05586884868,0.3333333333333333,0.16666666666666666,0.16666666666666666,,,0.16666666666666666,,,,,0.16666666666666666,,,,,,,,,,,,FCC+BCC,0,0,0,0,1,0,0,0,6.37299883927616,161.49999999999997,8.03,1497.2099999999996,1.9967222222222216,131.37833333333333,0.0640485015507424,61.99999999999999,133.66666666666666,2.155913978494624,6.666666666666666,1.5607104090414063,209.0,6.239398742616035,1246.6799999999996,19.049999999999983,89.0,104.0,8.0
91,162,20,Al1 Co0.435 Cr0.435 Cu0.435 Fe0.435,FCC+BCC,,,5.7,,603.0,,25.0,,,,,147.0,,,,10.3166/acsm.31.633-648,,162,Al1 Co0.435 Cr0.435 Cu0.435 Fe0.435,SS+IM,BCC_B2#1,BCC_B2#2,BCC_B2#3,,,0.14992448741986622,0.1846344637498996,0.6654410488302342,,,Al1 Co0.435 Cr0.435 Cu0.435 Fe0.435,1025.0,1330.72,6021.069543937505,5.227039710001578e-05,74.2080369875889,2621.6744302923576,-91845.1566549083,0.36496350364963503,0.15875912408759124,0.15875912408759124,,,0.15875912408759124,,,,,0.15875912408759124,,,,,,,,,,,,FCC+BCC,0,0,0,0,1,0,0,0,6.198644887047728,157.1587591240876,7.743905109489051,1470.456094890511,2.0797636461718794,131.9377919708029,0.06508072831935675,60.291970802919714,130.93065693430657,2.171610169491525,6.492700729927008,1.5365681727118798,209.0,6.239398742616035,1246.6799999999996,19.049999999999983,89.0,104.0,8.0
92,163,20,Al1 Co0.4 Cr0.4 Cu0.4 Fe0.4,FCC+BCC,,,5.6,,624.0,,25.0,,,,,144.0,,,,10.3166/acsm.31.633-648,,163,Al1 Co0.4 Cr0.4 Cu0.4 Fe0.4,SS+IM,BCC_B2#1,BCC_B2#2,BCC_B2#3,,,0.16147681137140096,0.16341954434933426,0.675103644279265,,,Al1 Co0.4 Cr0.4 Cu0.4 Fe0.4,1015.17,1330.82,5918.611396637179,7.086780721606973e-05,73.6980639739037,1636.0754597197933,-92181.55997905963,0.3846153846153847,0.15384615384615388,0.15384615384615388,,,0.15384615384615388,,,,,0.15384615384615388,,,,,,,,,,,,FCC+BCC,0,0,0,0,1,0,0,0,6.090318467024149,154.4615384615385,7.566153846153848,1453.8338461538467,2.1224378698224853,132.28538461538466,0.06556744607393984,59.230769230769255,129.23076923076923,2.1818181818181817,6.384615384615387,1.519382664642301,209.0,6.239398742616035,1246.6799999999996,19.049999999999983,89.0,104.0,8.0
93,164,20,Al1 Co0.357 Cr0.357 Cu0.357 Fe0.357,BCC,,,5.5,,657.0,,25.0,,,,,140.0,,,,10.3166/acsm.31.633-648,,164,Al1 Co0.4 Cr0.4 Cu0.4 Fe0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCC,1,0,0,0,0,0,0,0,5.940129966115954,150.72199341021417,7.3197116968698515,1430.7880313014825,2.170293986074056,132.76730230642502,0.06605587152348212,57.759472817133435,126.87397034596373,2.1965915573302905,6.234761120263591,1.4928618773179958,209.0,6.239398742616035,1246.6799999999996,19.049999999999983,89.0,104.0,8.0
94,165,20,Al1 Co0.333 Cr0.333 Cu0.333 Fe0.333,BCC,,,5.4,,644.0,,25.0,,,,,138.0,,,,10.3166/acsm.31.633-648,,165,Al1 Co0.4 Cr0.4 Cu0.4 Fe0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCC,1,0,0,0,0,0,0,0,5.846670290254616,148.3949399656947,7.166355060034306,1416.4470240137218,2.1934411495370547,133.06719125214406,0.06625417859377376,56.84391080617497,125.40737564322471,2.206170790585396,6.1415094339622645,1.4748069867344964,209.0,6.239398742616035,1246.6799999999996,19.049999999999983,89.0,104.0,8.0
95,166,20,Al1 Co1 Cr1 Cu1 Fe1,FCC+BCC,,,6.8,,407.0,,25.0,,,,,172.0,,,,10.3166/acsm.31.633-648,,166,Al1 Co1 Cr1 Cu1 Fe1,SS+IM,BCC_B2#1,BCC_B2#3,FCC_L12#1,,,0.12369376647268185,0.6513443542709467,0.2249618792563714,,,Al1 Co1 Cr1 Cu1 Fe1,1035.82,1309.87,6833.335664766933,4.010615202084665e-06,78.71332560081899,14934.501277590334,-85267.56221225223,0.2,0.2,0.2,,,0.2,,,,,0.2,,,,,,,,,,,,FCC+BCC,0,0,0,0,1,0,0,0,7.107967807131393,179.8,9.236,1609.9879999999998,1.452,129.02,0.05567374993790622,69.2,145.2,2.098265895953757,7.4,1.6094379124341005,209.0,6.239398742616035,1246.6799999999996,19.049999999999983,89.0,104.0,8.0
96,167,20,Co1 Cr1 Cu1 Fe1,FCC,,,8.2,,134.0,,25.0,,,,,206.0,,,,10.3166/acsm.31.633-648,,167,Co1 Cr1 Cu1 Fe1,SS+IM,FCC_L12#1,FCC_L12#3,SIGMA#1,,,0.5947457526713229,0.2553422527898925,0.1499119945387846,,,Co1 Cr1 Cu1 Fe1,1084.93,1485.13,7766.264845518097,0.0,82.01646297065065,35016.01956912892,-69390.93779250937,,0.25,0.25,,,0.25,,,,,0.25,,,,,,,,,,,,FCC,0,0,0,1,0,0,0,0,8.210421258914241,207.25,11.045,1779.155,0.04487500000000006,125.4825,0.01105778540691247,80.0,162.5,2.03125,8.5,1.3862943611198906,149.0,1.7458514978027564,822.3800000000001,3.6799999999999926,67.0,40.0,5.0
97,168,21,Co1 Cr1 Cu0.5 Fe1 Ni1,FCC,CAST,,8.3,,172.0,,25.0,,,,,214.0,,,,10.1016/j.intermet.2010.03.030,2010,168,Co1 Cr1 Cu0.5 Fe1 Ni1,SS+IM,FCC_L12#1,FCC_L12#2,,,,0.10612137794218053,0.8938786220578194,,,,Co1 Cr1 Cu0.5 Fe1 Ni1,1119.09,1345.06,7823.751398799229,0.0,86.54919904077576,35363.559031972116,-74813.57134693542,,0.2222222222222222,0.2222222222222222,0.2222222222222222,,0.2222222222222222,,,,,0.1111111111111111,,,,,,,,,,,,FCC,0,0,0,1,0,0,0,0,8.284520927265536,214.22222222222226,12.15111111111111,1814.624444444444,0.06987654320987663,125.02666666666669,0.008326936972811005,82.66666666666666,168.88888888888889,2.0430107526881724,8.555555555555555,1.5810937501718234,149.0,1.7458514978027564,822.3800000000001,3.6799999999999926,67.0,40.0,5.0
98,172,23,Al0.5 B0.2 Co1 Cr1 Cu1 Fe1 Ni1,No Data,CAST,,7.7,,415.0,,25.0,,,,,,,,,10.1149/1.2744133,,172,Co1 Cr1 Cu1 Fe1 Ni1 Ti0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,7.64748779995096,186.66666666666663,401.259649122807,1715.9438596491227,1.076181594336719,125.35175438596492,0.07786100156172224,71.75438596491226,163.50877192982458,2.2787286063569683,8.087719298245613,1.8577400647995908,279.0,6.475138164028334,1414.6799999999996,61.16999999999999,115.0,244.0,8.0
99,173,23,Al0.5 B0.6 Co1 Cr1 Cu1 Fe1 Ni1,No Data,CAST,,7.7,,505.0,,25.0,,,,,,,,,10.1149/1.2744133,,173,Al0.5 B0.6 Co1 Cr1 Cu1 Fe1 Ni1,SS+IM,BCC_B2#2,FCC_L12#1,FCC_L12#2,M2B_TETR#1,,0.2199165129868529,0.32966339237269604,0.18337122064445524,0.26704887399599586,,Al0.5 B0.6 Co1 Cr1 Cu1 Fe1 Ni1,1016.97,10349.24,7186.666831425251,1.0518258827851892e-07,76.14027624212858,11577.201989827417,-85349.36966640227,0.0819672131147541,0.1639344262295082,0.1639344262295082,0.1639344262295082,,0.1639344262295082,,,,,0.1639344262295082,,,,0.09836065573770493,,,,,,,,No Data,0,0,0,0,0,0,1,0,7.3074829985500935,174.42622950819674,1105.4393442622952,1757.3901639344265,1.461341574845472,122.50901639344265,0.11663415341288025,67.04918032786887,173.77049180327873,2.5916870415647923,7.754098360655737,1.9153492571693584,279.0,6.475138164028334,1414.6799999999996,61.16999999999999,115.0,244.0,8.0
100,174,23,Al0.5 B1 Co1 Cr1 Cu1 Fe1 Ni1,No Data,CAST,,7.8,,736.0,,25.0,,,,,,,,,10.1149/1.2744133,,174,Al0.5 B1 Co1 Cr1 Cu1 Fe1 Ni1,SS+IM,BCC_B2#1,FCC_L12#1,FCC_L12#2,M2B_TETR#1,,0.2490417894397496,0.14477178443860736,0.1805141280489608,0.4256722980726823,,Al0.5 B1 Co1 Cr1 Cu1 Fe1 Ni1,1023.17,8436.09,7019.443486381661,8.741918946819982e-08,72.58420884955771,6626.006535721424,-85773.69132976554,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.15384615384615385,,0.15384615384615385,,,,,0.15384615384615385,,,,0.15384615384615385,,,,,,,,No Data,0,0,0,0,0,0,1,0,7.009324941937022,163.69230769230768,1722.9507692307698,1793.7353846153844,1.7464591715976334,120.01615384615386,0.1410022997395657,62.92307692307693,182.7692307692308,2.9046454767726155,7.461538461538463,1.9251211907908181,279.0,6.475138164028334,1414.6799999999996,61.16999999999999,115.0,244.0,8.0
101,175,23,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,No Data,CAST,,7.6,,300.0,,25.0,,,,,193.0,,,,10.1149/1.2744133,,175,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,SS+IM,BCC_B2#2,FCC_L12#1,LIQUID#1,,,0.05489008021817269,0.4035266081873739,0.5415833115944534,,,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,992.47,1304.79,4731.726026055282,1.839976070577095e-07,87.31613109658994,28001.158053731084,-83152.27683222793,0.09090909090909093,0.18181818181818185,0.18181818181818185,0.18181818181818185,,0.18181818181818185,,,,,0.18181818181818185,,,,,,,,,,,,No Data,0,0,0,0,0,0,1,0,7.8360359170914435,193.45454545454547,10.76,1692.96,0.8350231404958679,126.92818181818184,0.04161127685900578,74.36363636363636,157.8181818181818,2.1222493887530565,8.272727272727273,1.7677614722893291,209.0,6.239398742616035,1246.6799999999996,19.049999999999983,89.0,104.0,8.0
102,177,24,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 Ti1,FCC+BCC+Sec.,CAST,,7.0,,636.0,,25.0,,,,,,,,,10.2320/matertrans.47.1395,,177,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 Ti1,SS+IM,BCC_B2#1,BCC_B2#2,FCC_L12#1,,,0.1035583747172954,0.7219224369502906,0.17451918833241406,,,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 Ti1,1017.03,1218.18,6908.309926118193,1.546553211731206e-07,79.5371521824376,10883.240397953708,-90367.55433028935,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.15384615384615385,,0.15384615384615385,,,,0.15384615384615385,0.15384615384615385,,,,,,,,,,,,FCC+Sec.,0,0,0,0,0,1,0,0,7.32308880665401,181.53846153846158,10.796923076923079,1731.12,2.232405917159764,129.88538461538462,0.06519359939418329,69.69230769230771,150.46153846153848,2.1589403973509933,7.615384615384616,1.9251211907908181,209.0,6.239398742616035,1246.6799999999996,22.03,89.0,104.0,8.0
103,178,24,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 Ti0.2,FCC,CAST,,7.5,,272.0,,25.0,,,,,191.0,,,,10.2320/matertrans.47.1395,,178,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 Ti0.2,SS+IM,BCC_B2#2,FCC_L12#1,FCC_L12#2,LIQUID#1,,0.11715599683452756,0.3819692797745506,0.023727104060100958,0.47714761933082106,,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 Ti0.2,995.06,1306.43,5015.153960258423,1.7986867865300415e-07,86.2184760419994,24569.57745112021,-85186.54255034504,0.08771929824561403,0.17543859649122806,0.17543859649122806,0.17543859649122806,,0.17543859649122806,,,,0.03508771929824561,0.17543859649122806,,,,,,,,,,,,FCC,0,0,0,1,0,0,0,0,7.719047979623256,190.73684210526315,10.768421052631576,1701.6631578947367,1.2025666358879654,127.60263157894735,0.04920769181544204,73.29824561403508,156.140350877193,2.130205840114888,8.122807017543861,1.8577400647995908,209.0,6.239398742616035,1246.6799999999996,22.03,89.0,104.0,8.0
104,179,24,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 Ti0.4,FCC,CAST,,7.3,,321.0,,25.0,,,,,188.0,,,,10.2320/matertrans.47.1395,,179,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 Ti0.4,SS+IM,BCC_B2#2,FCC_L12#1,FCC_L12#2,SIGMA#1,,0.3663648785260294,0.3955215798326544,0.2071691425362475,0.030944399105068836,,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 Ti0.4,1004.66,1294.69,7213.621923388087,1.7263686148569034e-07,81.94389963218309,17577.737373518295,-86736.8468582508,0.0847457627118644,0.1694915254237288,0.1694915254237288,0.1694915254237288,,0.1694915254237288,,,,0.06779661016949153,0.1694915254237288,,,,,,,,,,,,FCC,0,0,0,1,0,0,0,0,7.609991427746133,188.20338983050846,10.776271186440676,1709.7762711864407,1.5191993679977018,128.23135593220334,0.054786573498387864,72.3050847457627,154.57627118644066,2.1378340365682136,7.983050847457626,1.895815042950595,209.0,6.239398742616035,1246.6799999999996,22.03,89.0,104.0,8.0
105,180,24,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 Ti0.6,FCC+BCC,CAST,,7.2,,458.0,,25.0,,,,,186.0,,,,10.2320/matertrans.47.1395,,180,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 Ti0.6,SS+IM,BCC_B2#2,FCC_L12#1,FCC_L12#2,SIGMA#1,,0.493925883412151,0.247917710297188,0.19377412918847847,0.06438227710218239,,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 Ti0.6,1011.77,1274.0,7114.361029374853,1.610634984254259e-07,80.83340238501972,14821.276815284846,-88079.64442084527,0.0819672131147541,0.1639344262295082,0.1639344262295082,0.1639344262295082,,0.1639344262295082,,,,0.09836065573770493,0.1639344262295082,,,,,,,,,,,,FCC+BCC,0,0,0,0,1,0,0,0,7.5080861251724285,185.8360655737705,10.783606557377048,1717.3573770491805,1.7924017737167433,128.8188524590164,0.059078930790586986,71.37704918032789,153.11475409836066,2.145153881488286,7.852459016393442,1.9153492571693584,209.0,6.239398742616035,1246.6799999999996,22.03,89.0,104.0,8.0
106,181,24,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 Ti0.8,FCC+Sec.,CAST,,7.1,,590.0,,25.0,,,,,184.0,,,,10.2320/matertrans.47.1395,,181,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 Ti0.8,SS+IM,BCC_B2#1,BCC_B2#2,FCC_L12#1,FCC_L12#2,,0.09640944607058284,0.6122667761978741,0.18327412631506607,0.10804965141647713,,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 Ti0.8,1015.71,1247.65,7002.4295645400025,1.5080259206861695e-07,80.24869218101567,12878.303980384175,-89278.28116604876,0.07936507936507936,0.15873015873015872,0.15873015873015872,0.15873015873015872,,0.15873015873015872,,,,0.126984126984127,0.15873015873015872,,,,,,,,,,,,FCC+Sec.,0,0,0,0,0,1,0,0,7.412651000539911,183.6190476190476,10.79047619047619,1724.4571428571426,2.0284003527336867,129.36904761904762,0.06246993855345093,70.50793650793649,151.74603174603175,2.1521837010355696,7.7301587301587285,1.9238970034500809,209.0,6.239398742616035,1246.6799999999996,22.03,89.0,104.0,8.0
107,182,24,Al0.417 Co0.833 Cr0.833 Cu0.833 Fe0.833 Ni0.833 Ti1,FCC+BCC+Sec.,CAST,,6.9,,646.0,,25.0,,,,,,,,,10.2320/matertrans.47.1395,,182,Al0.417 Co0.833 Cr0.833 Cu0.833 Fe0.833 Ni0.833 Ti1,SS+IM,BCC_B2#1,BCC_B2#2,FCC_L12#1,,,0.07194111283488777,0.7642845352212824,0.16377435194382992,,,Al0.417 Co0.833 Cr0.833 Cu0.833 Fe0.833 Ni0.833 Ti1,1016.47,1187.51,6821.009567974618,1.8406770945240322e-07,78.6765798630924,8820.805238018647,-91334.48092769801,0.07470440702257254,0.14922966678609814,0.14922966678609814,0.14922966678609814,,0.14922966678609814,,,,0.17914725904693654,0.14922966678609814,,,,,,,,,,,,FCC+Sec.,0,0,0,0,0,1,0,0,7.238270750699134,179.56771766391972,10.802210677176637,1737.3276424220705,2.4094007318046793,130.3731726979577,0.06741242277074984,68.91974202794695,149.24435686133998,2.1654804917990176,7.5068075958437825,1.9212262132547882,209.0,6.239398742616035,1246.6799999999996,22.03,89.0,104.0,8.0
108,183,24,Al0.357 Co0.714 Cr0.714 Cu0.714 Fe0.714 Ni0.714 Ti1,FCC+BCC+Sec.,CAST,,6.8,,664.0,,25.0,,,,,,,,,10.2320/matertrans.47.1395,,183,Al0.357 Co0.714 Cr0.714 Cu0.714 Fe0.714 Ni0.714 Ti1,SS+IM,BCC_B2#1,BCC_B2#2,FCC_L12#1,,,0.05922529396711605,0.7866898411872497,0.15408486484563438,,,Al0.357 Co0.714 Cr0.714 Cu0.714 Fe0.714 Ni0.714 Ti1,1015.6,1157.81,6741.732127085686,2.2291098572981415e-07,77.81794694952698,6916.815526744941,-92145.43094000287,0.07245788512279278,0.14491577024558555,0.14491577024558555,0.14491577024558555,,0.14491577024558555,,,,0.2029632636492795,0.14491577024558555,,,,,,,,,,,,FCC+Sec.,0,0,0,0,0,1,0,0,7.159324689601425,177.7341181246194,10.808711183275829,1743.3030079155674,2.5616869032835767,130.8295047696367,0.06921690978591194,68.20093363101279,148.112847574589,2.1717129031682068,7.405520600771261,1.9134538741677127,209.0,6.239398742616035,1246.6799999999996,22.03,89.0,104.0,8.0
109,184,24,Al0.312 Co0.625 Cr0.625 Cu0.625 Fe0.625 Ni0.625 Ti1,FCC+BCC+Sec.,CAST,,6.7,,657.0,,25.0,,,,,,,,,10.2320/matertrans.47.1395,,184,Al0.312 Co0.625 Cr0.625 Cu0.625 Fe0.625 Ni0.625 Ti1,SS+IM,BCC_B2#1,BCC_B2#2,C14_LAVES#1,FCC_L12#1,,0.058310901369224635,0.7721951698704925,0.02419029010538961,0.1453036386548932,,Al0.312 Co0.625 Cr0.625 Cu0.625 Fe0.625 Ni0.625 Ti1,1013.93,1173.19,6683.526850751512,2.7538414180693955e-07,76.91290235226413,5094.690242873691,-92815.43445155854,0.07031778228532792,0.1408609420779806,0.1408609420779806,0.1408609420779806,,0.1408609420779806,,,,0.2253775073247689,0.1408609420779806,,,,,,,,,,,,FCC+Sec.,0,0,0,0,0,1,0,0,7.085171081192237,176.0119450078882,10.815077755240026,1748.9482398016678,2.692863853242214,131.2585170160018,0.07069360359875321,67.52580572458868,147.0502591841334,2.1776898121570567,7.310344827586206,1.9029070263383532,209.0,6.239398742616035,1246.6799999999996,22.03,89.0,104.0,8.0
110,185,24,Al0.278 Co0.556 Cr0.556 Cu0.556 Fe0.556 Ni0.556 Ti1,FCC+BCC+Sec.,CAST,,6.6,,667.0,,25.0,,,,,,,,,10.2320/matertrans.47.1395,,185,Al0.278 Co0.556 Cr0.556 Cu0.556 Fe0.556 Ni0.556 Ti1,SS+IM,BCC_B2#1,BCC_B2#2,C14_LAVES#1,FCC_L12#1,,0.05976972878974478,0.7082713035885465,0.09487394391715699,0.13708502370455156,,Al0.278 Co0.556 Cr0.556 Cu0.556 Fe0.556 Ni0.556 Ti1,1010.01,1186.66,6659.699710333927,3.5208083050703647e-07,76.02295112334944,3405.5674057152587,-93371.64937430859,0.06850665352390341,0.1370133070478068,0.1370133070478068,0.1370133070478068,,0.1370133070478068,,,,0.24642681123706264,0.1370133070478068,,,,,,,,,,,,FCC+Sec.,0,0,0,0,0,1,0,0,7.014410432162089,174.36766880236573,10.819142434696897,1754.0837062592414,2.8059013291501915,131.66495317890588,0.07190611769460828,66.88122227698375,146.0344997535732,2.1834902949109067,7.21981271562346,1.8905130889898134,209.0,6.239398742616035,1246.6799999999996,22.03,89.0,104.0,8.0
111,186,24,Al0.25 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5 Ti1,FCC+BCC+Sec.,CAST,,6.5,,696.0,,25.0,,,,,,,,,10.2320/matertrans.47.1395,,186,Al0.25 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5 Ti1,SS+IM,BCC_B2#1,BCC_B2#2,C14_LAVES#1,FCC_L12#1,,0.05463095850746681,0.6622639040894207,0.15496631643849013,0.12813882096462248,,Al0.25 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5 Ti1,1004.07,1198.18,6636.145257647649,4.6150648947380686e-07,75.43695330162925,2229.740612793291,-93801.50094018072,0.06666666666666668,0.13333333333333333,0.13333333333333333,0.13333333333333333,,0.13333333333333333,,,,0.26666666666666666,0.13333333333333333,,,,,,,,,,,,FCC+Sec.,0,0,0,0,0,1,0,0,6.946927592333224,172.79999999999995,10.824000000000002,1759.1039999999996,2.9045128888888896,132.054,0.07291430202309589,66.26666666666667,145.06666666666666,2.189134808853119,7.133333333333333,1.876273584430276,209.0,6.239398742616035,1246.6799999999996,22.03,89.0,104.0,8.0
112,188,25,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 V0.2,FCC,CAST,,7.6,,204.0,,25.0,,,,,191.0,,,,10.1007/s11661-006-0081-3,,188,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCC,0,0,0,1,0,0,0,0,7.7759215495551715,191.15789473684208,18.10175438596491,1710.154385964912,0.8469618344105877,127.09210526315788,0.04137856386934055,73.40350877192982,157.89473684210526,2.1510516252390053,8.157894736842103,1.8577400647995908,209.0,6.239398742616035,1249.6799999999996,19.049999999999983,89.0,104.0,8.0
