,level_0,index,IDENTIFIER: Reference ID,FORMULA,PROPERTY: Microstructure,PROPERTY: Processing method,PROPERTY: grain size ($\mu$m),PROPERTY: ROM Density (g/cm$^3$),PROPERTY: Exp. Density (g/cm$^3$),PROPERTY: HV,PROPERTY: Type of test,PROPERTY: Test temperature ($^\circ$C),PROPERTY: YS (MPa),PROPERTY: UTS (MPa),PROPERTY: Elongation (%),PROPERTY: Elongation plastic (%),PROPERTY: Young modulus (GPa),PROPERTY: O content (wppm),PROPERTY: N content (wppm),PROPERTY: C content (wppm),REFERENCE: doi,REFERENCE: year,Unnamed: 0,alloy_names,structure,phase_1,phase_2,phase_3,phase_4,phase_5,vol_phase1,vol_phase2,vol_phase3,vol_phase4,vol_phase5,alloy,density_kgm3,solidus,liquidus,Ac_Al,entropy_jmol,enthalpy_jmol,gibbs_jmol,Al,Co,Fe,Ni,Si,Cr,Mn,Nb,Mo,Ti,Cu,C,V,Zr,B,Sn,Ta,Hf,W,Zn,Re,Y,Delta_SS,Phase_Weight_Min,Phase_BCC,Phase_BCC+BCC,Phase_BCC+Sec.,Phase_FCC,Phase_FCC+BCC,Phase_FCC+Sec.,Phase_No Data,Phase_Other,Density,Modulus,Cost,Tm,Misfit,Rbar,delta,shear,bulk,pugh,VEC,SMIX,ModulusMX,DensityMX,TmMX,R_MX,shearMX,bulkMX,VECMX
28,69,231,32,Co1 Cr1 Cu1 Fe1 Ni1,FCC,,,8.3,,286.0,C,25.0,230.0,888.0,51.0,,56.0,,,,10.1016/j.msea.2011.11.063,2011,231,Co1 Cr1 Cu1 Fe1 Ni1,SS+IM,FCC_L12#1,FCC_L12#2,,,,0.2104214312203356,0.7895785687796644,,,,Co1 Cr1 Cu1 Fe1 Ni1,1117.68,1288.05,7882.7226958387955,0.0,85.34110395096991,34704.72880284111,-73934.49652674359,,0.2,0.2,0.2,,0.2,,,,,0.2,,,,,,,,,,,,113.31582517381241,FCC,0,0,0,1,0,0,0,0,8.34982410880059,205.8,11.636000000000001,1768.924,0.0661760000000001,125.304,0.010306104703076031,79.2,166.0,2.095959595959596,8.8,1.6094379124341005,149.0,1.7458514978027564,822.3800000000001,3.6799999999999926,67.0,40.0,5.0
29,70,239,35,Al1 Cu0.889 Fe0.667 Ni0.889 Ti1,FCC,CAST,,5.9,,516.0,C,25.0,980.0,1326.0,,7.0,145.0,,,,10.1016/j.apsusc.2015.07.207,2015,239,Al0.5 Cr0.5 Cu0.5 Fe0.5 Ni1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1070.6611324893206,FCC,0,0,0,1,0,0,0,0,6.370776099779795,139.50663667041619,7.151644544431945,1535.5170258717658,2.9480594003499845,134.19184476940382,0.07153044797656373,52.852643419572544,131.3543307086614,2.485293491678372,6.975253093363329,1.5996106477604422,141.0,6.239398742616034,1007.68,22.03,56.0,104.0,8.0
30,71,241,35,Al1 Cu1 Fe1 Ni1 Ti1,FCC,CAST,,6.1,,516.0,C,25.0,1074.0,1617.0,,8.0,146.0,,,,10.1016/j.apsusc.2015.07.207,2015,241,Al0.5 Cr0.5 Cu0.5 Fe0.5 Ni1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130.2965778301045,FCC,0,0,0,1,0,0,0,0,6.584378155909446,145.4,6.836000000000001,1554.188,2.8337840000000005,133.166,0.07146479847962511,55.2,135.2,2.4492753623188404,7.2,1.6094379124341005,141.0,6.239398742616034,1007.68,22.03,56.0,104.0,8.0
31,72,242,35,Al1 Cu1 Ni1 Ti1,FCC,CAST,,5.7,,537.0,C,25.0,300.0,536.0,,0.85,108.0,,,,10.1016/j.apsusc.2015.07.207,2015,242,Al1 Cu1 Ni1 Ti1,SS+IM,BCC_B2#2,LIQUID#1,,,,0.4075027770275663,0.5924972229724338,,,,Al1 Cu1 Ni1 Ti1,918.29,1094.49,4259.757168497182,6.1616319854526806e-06,79.17922801881356,-3660.090116054335,-104455.24738400402,0.25,,,0.25,,,,,,0.25,0.25,,,,,,,,,,,,943.5236652226187,FCC,0,0,0,1,0,0,0,0,6.261255487552534,129.0,8.5,1489.9850000000001,3.095225000000001,135.42749999999998,0.06912532464439702,48.5,126.5,2.6082474226804124,7.0,1.3862943611198906,130.0,6.239398742616034,1007.68,21.560000000000002,50.0,104.0,8.0
32,77,250,39,Al0.214 Nb0.714 Ta0.571 Ti1 V0.143 Zr0.929,BCC,OTHER,180.0,7.7,,500.0,C,25.0,1965.0,2061.0,5.0,,110.0,,,,10.1007/s11837-014-1066-0,,250,Al0.214 Nb0.714 Ta0.571 Ti1 V0.143 Zr0.929,SS,BCC_B2#1,,,,,1.0,,,,,Al0.214 Nb0.714 Ta0.571 Ti1 V0.143 Zr0.929,1597.1,1904.08,7573.196633327879,1.4105405635574474e-07,90.42844615544192,28241.29405152342,-86874.11790435416,0.05992719126295155,,,,,,,0.19994399327919352,,0.2800336040324839,,,0.0400448053766452,0.2601512181461776,,,0.1598991879025483,,,,,,657.6173392603628,BCC,1,0,0,0,0,0,0,0,7.742126106331434,110.2301876225147,520.3970876505182,2316.332338280594,2.5546442984146607,147.90339680761693,0.05295965943388959,42.9775973116774,130.88910669280313,3.0455194073224603,4.339960795295436,1.6192406506171082,118.0,13.979071806451612,2356.68,28.650000000000006,43.0,124.0,2.0
33,78,254,39,Al0.214 Nb0.714 Ta0.714 Ti1 Zr0.929,BCC,OTHER,200.0,8.1,,490.0,C,25.0,1965.0,2054.0,5.0,,113.0,,,,10.1007/s11837-014-1066-0,,254,Al0.214 Nb0.714 Ta0.714 Ti1 Zr0.929,SS,BCC_B2#1,,,,,1.0,,,,,Al0.214 Nb0.714 Ta0.714 Ti1 Zr0.929,1677.09,1974.33,7937.792613085409,1.2895622484135025e-07,90.0997487948571,28279.924872865504,-86417.05534298759,0.05992719126295155,,,,,,,0.19994399327919352,,0.2800336040324839,,,,0.2601512181461776,,,0.19994399327919352,,,,,,606.1737634805571,BCC,1,0,0,0,0,0,0,0,8.164776976976235,112.55278633436012,527.6051526183143,2360.6619378325404,2.164531413065563,148.3599075889107,0.04835478358862347,43.8585830299636,132.49089890786894,3.0208659230361574,4.339960795295436,1.519110599015396,118.0,13.979071806451612,2356.68,17.349999999999994,43.0,124.0,2.0
34,79,258,39,Al0.4 Hf0.6 Nb1 Ta1 Ti1 Zr1,BCC,OTHER,140.0,9.1,,500.0,C,25.0,1841.0,2269.0,10.0,,110.0,,,,10.1007/s11837-014-1066-0,,258,Al0.4 Hf0.6 Nb1 Ta1 Ti1 Zr1,SS+IM,AL3ZR5#1,BCC_B2#1,,,,0.05394753292522625,0.946052467074774,,,,Al0.4 Hf0.6 Nb1 Ta1 Ti1 Zr1,1691.83,1998.35,8930.852068911177,3.3644740229856506e-07,92.29349851125679,26986.02438533962,-90503.5992194903,0.08,,,,,,,0.2,,0.2,,,,0.2,,,0.2,0.12,,,,,598.6687607471538,BCC,1,0,0,0,0,0,0,0,9.062341007286596,109.96000000000001,1896.3600000000001,2397.1256000000003,2.1912233599999995,148.8436,0.04912346433876976,42.480000000000004,133.08,3.132768361581921,4.319999999999999,1.7440402458359519,118.0,13.979071806451612,2356.68,17.349999999999994,43.0,124.0,2.0
35,80,262,39,Al0.333 Nb0.667 Ta0.533 Ti1 V0.133 Zr0.667,BCC,OTHER,100.0,7.6,,530.0,C,25.0,2035.0,2105.0,5.0,,111.0,,,,10.1007/s11837-014-1066-0,,262,Al0.333 Nb0.667 Ta0.533 Ti1 V0.133 Zr0.667,SS+IM,AL3ZR5#1,BCC_B2#1,,,,0.10256026325049923,0.8974397367495008,,,,Al0.333 Nb0.667 Ta0.533 Ti1 V0.133 Zr0.667,1562.38,1913.75,7465.718113222056,2.629815140577523e-07,88.19604999436415,22516.476700383304,-89757.09494244224,0.0999099909990999,,,,,,,0.2001200120012001,,0.3000300030003,,,0.03990399039903991,0.2001200120012001,,,0.15991599159915992,,,,,,603.9084243289423,BCC,1,0,0,0,0,0,0,0,7.550367092880279,111.27002700270026,426.45544554455444,2264.965634563456,2.2063682835250216,146.93923192319232,0.04916899561364703,42.91719171917192,130.7953795379538,3.0476220437211192,4.3000300030003,1.6569455092915517,118.0,13.979071806451612,2356.68,28.650000000000006,43.0,124.0,2.0
36,81,266,39,Al1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,BCC+B2,OTHER,75.0,7.1,,591.0,C,25.0,2000.0,2368.0,10.0,,123.0,,,,10.1007/s11837-014-1066-0,,266,Al1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,SS+IM,AL3ZR5#1,BCC_B2#1,SIGMA#1,,,0.412932770772136,0.5577991336217999,0.029268095606064106,,,Al1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,1474.88,2053.73,7224.867913209491,1.994781189040554e-06,81.19235776292042,3456.42847876933,-99901.44295342836,0.2,,,,,,,0.2,0.1,0.2,,,,0.2,,,0.1,,,,,,579.6046144449738,BCC+Sec.,0,0,1,0,0,0,0,0,7.147550691289622,123.30000000000001,403.6,2169.004,2.3058289999999992,146.42000000000002,0.05035051608275288,37.1,132.0,3.557951482479784,4.3,1.7480673485460896,261.0,13.979071806451612,2356.68,23.99000000000001,49.0,154.0,3.0
37,82,271,39,Al0.667 Nb1 Ta0.333 Ti1 Zr0.333,BCC,OTHER,2000.0,6.8,,408.0,C,25.0,1280.0,1367.0,4.0,,106.0,,,,10.1007/s11837-014-1066-0,,271,Al0.667 Nb1 Ta0.333 Ti1 Zr0.333,SS+IM,AL3ZR5#1,BCC_B2#1,SIGMA#1,,,0.13848548176693687,0.7450324713576575,0.11648204687540566,,,Al0.667 Nb1 Ta0.333 Ti1 Zr0.333,1718.17,1924.25,6846.71050575073,2.22149759617797e-06,82.48439240312621,11558.290428306245,-93444.34110087344,0.2001200120012001,,,,,,,0.3000300030003,,0.3000300030003,,,,0.0999099909990999,,,0.0999099909990999,,,,,,381.2207155522851,BCC,1,0,0,0,0,0,0,0,6.780773246243709,105.6921692169217,254.52865286528652,2135.499111911191,1.1559008982806467,145.6725592559256,0.03471448730846898,39.996399639964,128.0915091509151,3.2025759894379933,4.1998199819982,1.5046390543302508,118.0,13.979071806451612,2356.68,17.349999999999994,43.0,124.0,2.0
38,83,275,40,Al0.3 Hf1 Nb1 Ta1 Ti1 Zr1,BCC,CAST,105.0,9.5,,353.0,C,25.0,1188.0,,50.0,,63.0,,,,10.1016/j.jallcom.2014.11.064,2014,275,Al0.3 Hf1 Nb1 Ta1 Ti1 Zr1,SS,BCC_B2#1,,,,,1.0,,,,,Al0.3 Hf1 Nb1 Ta1 Ti1 Zr1,1741.44,1987.45,9366.229416529584,2.9162093624374926e-07,94.42211189559644,30920.53461790508,-89278.8138251892,0.05660377358490566,,,,,,,0.18867924528301888,,0.18867924528301888,,,,0.18867924528301888,,,0.18867924528301888,0.18867924528301888,,,,,591.1846885332918,BCC,1,0,0,0,0,0,0,0,9.500772078751956,108.30188679245283,2709.735849056604,2432.9615094339624,2.220402278390886,149.62283018867925,0.04965923563031935,41.84905660377358,132.41509433962267,3.1641118124436436,4.320754716981132,1.7358562245765254,118.0,13.979071806451612,2356.68,17.349999999999994,43.0,124.0,2.0
39,84,276,40,Al0.5 Hf1 Nb1 Ta1 Ti1 Zr1,BCC,CAST,86.0,9.3,,396.0,C,25.0,1302.0,,46.0,,97.0,,,,10.1016/j.jallcom.2014.11.064,2014,276,Al0.5 Hf1 Nb1 Ta1 Ti1 Zr1,SS+IM,AL2ZR3#1,BCC_B2#1,,,,0.06957908670008514,0.9304209132999148,,,,Al0.5 Hf1 Nb1 Ta1 Ti1 Zr1,1676.63,1955.18,9161.915623300987,4.868679399684895e-07,92.71800426300919,26339.204300136415,-91690.81512667424,0.09090909090909093,,,,,,,0.18181818181818185,,0.18181818181818185,,,,0.18181818181818185,,,0.18181818181818185,0.18181818181818185,,,,,582.2636481372009,BCC,1,0,0,0,0,0,0,0,9.25340414861552,106.90909090909092,2611.2727272727266,2378.429090909091,2.2589785123966934,149.38818181818183,0.04948956622418591,41.27272727272727,130.36363636363637,3.1585903083700444,4.272727272727273,1.7677614722893293,118.0,13.979071806451612,2356.68,17.349999999999994,43.0,124.0,2.0
40,85,277,40,Al0.75 Hf1 Nb1 Ta1 Ti1 Zr1,BCC,CAST,89.0,9.3,,427.0,C,25.0,1415.0,2050.0,30.0,,102.0,,,,10.1016/j.jallcom.2014.11.064,2014,277,Al0.75 Hf1 Nb1 Ta1 Ti1 Zr1,SS+IM,AL2ZR3#1,BCC_B2#1,,,,0.18512487916688625,0.8148751208331139,,,,Al0.75 Hf1 Nb1 Ta1 Ti1 Zr1,1597.39,1911.37,8924.391292273573,7.120704025387199e-07,90.12028770027504,20413.026606193533,-94310.09963625658,0.13043478260869565,,,,,,,0.17391304347826084,,0.17391304347826084,,,,0.17391304347826084,,,0.17391304347826084,0.17391304347826084,,,,,571.0195491382016,BCC,1,0,0,0,0,0,0,0,8.96839327258876,105.30434782608697,2497.826086956522,2315.598260869565,2.2922601134215497,149.11782608695654,0.049229545129869615,40.608695652173914,128.0,3.15203426124197,4.217391304347826,1.786723603389926,118.0,13.979071806451612,2356.68,17.349999999999994,43.0,124.0,2.0
41,86,278,40,Al1 Hf1 Nb1 Ta1 Ti1 Zr1,BCC,CAST,92.0,8.6,,441.0,C,25.0,1489.0,1900.0,21.0,,103.0,,,,10.1016/j.jallcom.2014.11.064,2014,278,Al1 Hf1 Nb1 Ta1 Ti1 Zr1,SS+IM,AL2ZR3#1,BCC_B2#1,,,,0.2777049197602517,0.7222950802397484,,,,Al1 Hf1 Nb1 Ta1 Ti1 Zr1,1515.31,1866.02,8709.095433704242,1.1347507113279866e-06,87.98439374169504,15481.877027657405,-96522.25620552039,0.16666666666666666,,,,,,,0.16666666666666666,,0.16666666666666666,,,,0.16666666666666666,,,0.16666666666666666,0.16666666666666666,,,,,559.817122779126,BCC,1,0,0,0,0,0,0,0,8.70713330289756,103.83333333333331,2393.833333333333,2258.003333333333,2.312266666666666,148.87,0.04892898458366384,40.0,125.83333333333331,3.145833333333333,4.166666666666666,1.7917594692280547,118.0,13.979071806451612,2356.68,17.349999999999994,43.0,124.0,2.0
42,87,279,40,Hf1 Nb1 Ta1 Ti1 Zr1,BCC,CAST,120.0,9.7,,295.0,C,25.0,1073.0,,50.0,,55.0,,,,10.1016/j.jallcom.2014.11.064,2014,279,Hf1 Nb1 Ta1 Ti1 Zr1,SS+IM,BCC_B2#1,BCC_B2#2,,,,0.13304722794748894,0.8669527720525111,,,,Hf1 Nb1 Ta1 Ti1 Zr1,1851.3,2027.09,9689.268631916002,0.0,94.61959430438101,36219.16453748235,-84231.57901199468,,,,,,,,0.2,,0.2,,,,0.2,,,0.2,0.2,,,,,604.1702781572418,BCC,1,0,0,0,0,0,0,0,9.90892916347707,110.60000000000002,2872.2,2522.94,2.1370639999999996,150.01000000000002,0.04982812736458785,42.800000000000004,135.8,3.1728971962616823,4.3999999999999995,1.6094379124341005,118.0,12.175346107203493,1349.0,17.349999999999994,39.0,111.0,1.0
43,88,280,41,Al0.25 Mo1 Nb1 Ti1 V1,BCC,CAST,,7.1,,460.0,C,25.0,1250.0,1500.0,13.0,,164.0,,,,10.3390/e16020870,,280,Al0.25 Mo1 Nb1 Ti1 V1,SS,BCC_B2#1,,,,,1.0,,,,,Al0.25 Mo1 Nb1 Ti1 V1,2047.35,2323.95,7079.1800799812,1.328807170730515e-06,83.60806747669396,21845.853647272706,-84587.2162505587,0.05882352941176471,,,,,,,0.2352941176470588,0.2352941176470588,0.2352941176470588,,,0.2352941176470588,,,,,,,,,,418.7016807869615,BCC,1,0,0,0,0,0,0,0,7.08375402102202,163.64705882352942,122.70588235294117,2353.7247058823527,0.974871972318339,139.45941176470586,0.039969382682223456,36.58823529411765,162.11764705882354,4.430868167202572,4.882352941176471,1.5284657100610246,259.0,7.529990989339018,1962.6799999999998,14.550000000000011,27.0,154.0,3.0
44,89,281,41,Al0.5 Mo1 Nb1 Ti1 V1,BCC,CAST,,6.8,,487.0,C,25.0,1625.0,1800.0,11.0,,158.0,,,,10.3390/e16020870,,281,Al0.5 Mo1 Nb1 Ti1 V1,SS,BCC_B2#1,,,,,1.0,,,,,Al0.5 Mo1 Nb1 Ti1 V1,1891.53,2254.42,6930.856748494975,5.998404974147117e-06,82.92287897179193,18194.7713572146,-87366.05357387655,0.1111111111111111,,,,,,,0.2222222222222222,0.2222222222222222,0.2222222222222222,,,0.2222222222222222,,,,,,,,,,398.7420331198288,BCC,1,0,0,0,0,0,0,0,6.840109575409685,158.4444444444444,115.99999999999999,2274.813333333333,0.9227135802469134,139.66555555555556,0.039260449890453346,36.0,157.33333333333331,4.37037037037037,4.777777777777778,1.5810937501718234,259.0,7.529990989339018,1962.6799999999998,14.550000000000011,27.0,154.0,3.0
45,90,282,41,Al0.75 Mo1 Nb1 Ti1 V1,BCC,CAST,,6.6,,517.0,C,25.0,1260.0,1300.0,8.0,,154.0,,,,10.3390/e16020870,,282,Al0.75 Mo1 Nb1 Ti1 V1,SS,BCC_B2#1,,,,,1.0,,,,,Al0.75 Mo1 Nb1 Ti1 V1,1752.78,2182.95,6776.110708631752,1.651845397543349e-05,82.24418512686262,15528.502178986553,-89168.34548750956,0.15789473684210525,,,,,,,0.21052631578947367,0.21052631578947367,0.21052631578947367,,,0.21052631578947367,,,,,,,,,,380.6754633470163,BCC,1,0,0,0,0,0,0,0,6.622111913546018,153.78947368421052,110.0,2204.2084210526314,0.8758459833795011,139.85,0.03857094691014786,35.473684210526315,153.05263157894737,4.314540059347181,4.684210526315789,1.6035681031705153,259.0,7.529990989339018,1962.6799999999998,14.550000000000011,27.0,154.0,3.0
46,91,283,41,Al1 Mo1 Nb1 Ti1 V1,BCC,CAST,,6.4,,537.0,C,25.0,1375.0,1400.0,3.0,,150.0,,,,10.3390/e16020870,,283,Al1 Mo1 Nb1 Ti1 V1,SS+IM,BCC_B2#1,BCC_B2#2,,,,0.3405399507258295,0.6594600492741705,,,,Al1 Mo1 Nb1 Ti1 V1,1629.13,2111.48,6611.13518090423,3.425200454801762e-05,81.54763844061458,13479.51433582579,-90330.62939907658,0.2,,,,,,,0.2,0.2,0.2,,,0.2,,,,,,,,,,364.26225934822435,BCC,1,0,0,0,0,0,0,0,6.425914017868718,149.6,104.6,2140.664,0.8335039999999999,140.016,0.037903682488182315,35.0,149.2,4.2628571428571425,4.6000000000000005,1.6094379124341005,259.0,7.529990989339018,1962.6799999999998,14.550000000000011,27.0,154.0,3.0
47,92,284,41,Mo1 Nb1 Ti1 V1,BCC,CAST,,7.3,,441.0,C,25.0,1200.0,2050.0,26.0,,170.0,,,,10.3390/e16020870,,284,Mo1 Nb1 Ti1 V1,SS,BCC_B2#1,,,,,1.0,,,,,Mo1 Nb1 Ti1 V1,2220.66,2388.9,7212.329175913004,0.0,83.88635438883131,26874.392816551343,-79912.93632043093,,,,,,,,0.25,0.25,0.25,,,0.25,,,,,,,,,,440.83176393215797,BCC,1,0,0,0,0,0,0,0,7.3578540223358955,169.5,130.25,2442.5,1.03326875,139.2275,0.04069263187112915,37.25,167.5,4.496644295302014,5.0,1.3862943611198906,224.0,5.726265290090899,955.0,14.550000000000011,27.0,120.0,2.0
48,97,289,43,Al1 Nb1 Ti1 V1,BCC,ANNEAL,350.0,5.5,,448.0,C,25.0,1020.0,1318.0,,5.0,105.0,,,,10.1016/j.matlet.2014.11.162,2014,289,Al1 Nb1 Ti1 V1,SS+IM,BCC_B2#1,SIGMA#1,,,,0.5194322261603366,0.4805677738396634,,,,Al1 Nb1 Ti1 V1,1335.98,1612.29,5786.936859130361,1.920529840189447e-05,77.11440235589144,9325.179869473675,-88841.45432957615,0.25,,,,,,,0.25,,0.25,,,0.25,,,,,,,,,,378.81818212057027,BCC,1,0,0,0,0,0,0,0,5.4753562750011415,104.75,103.25,1951.83,0.9774687500000001,140.955,0.03937159988030142,38.75,129.0,3.329032258064516,4.25,1.3862943611198906,58.0,5.880460958448753,1816.6799999999998,14.550000000000011,21.0,94.0,2.0
49,98,294,44,Cr1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,BCC+BCC+Laves (C15),OTHER,,8.0,,540.0,C,25.0,1595.0,2046.0,5.0,,,,,,10.1016/j.msea.2011.09.033,2011,294,Cr1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,SS+IM,BCC_B2#1,BCC_B2#2,C15_LAVES#1,,,0.05119678052433943,0.7258356601893018,0.22296755928635867,,,Cr1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,1346.02,2015.65,8529.446548806009,0.0,81.38440506589077,21063.04362435958,-82539.30402451937,,,,,,0.2,,0.2,0.1,0.2,,,,0.2,,,0.1,,,,,,1322.6213055313451,BCC+Sec.,0,0,1,0,0,0,0,0,8.046260140252278,165.1,405.0,2418.34,4.775561,142.768,0.08030246224710257,54.9,148.8,2.7103825136612025,4.9,1.7480673485460896,261.0,12.175346107203493,1349.0,35.34,95.0,141.0,2.0
50,99,299,45,Cr1 Nb1 Ti1 V1 Zr1,BCC+Sec.,OTHER,,6.6,,482.0,C,25.0,1298.0,,3.0,,,,,,10.1016/j.msea.2012.12.018,2012,299,Cr1 Nb1 Ti1 V1 Zr1,SS+IM,BCC_B2#1,C15_LAVES#1,,,,0.7738086951231157,0.2261913048768844,,,,Cr1 Nb1 Ti1 V1 Zr1,1278.64,1494.01,6928.677916984249,0.0,81.69768344450256,26395.879623244844,-77605.27140160694,,,,,,0.2,,0.2,,0.2,,,0.2,0.2,,,,,,,,,1455.6896298885626,BCC+Sec.,0,0,1,0,0,0,0,0,6.580278349134753,139.20000000000002,398.0,2236.34,5.507575999999999,141.162,0.0866349990716799,55.400000000000006,137.8,2.487364620938628,4.8,1.6094379124341005,211.0,4.076735259200634,809.0,35.34,82.0,81.0,2.0
51,100,304,45,Cr1 Nb1 Ti1 Zr1,BCC+Sec.,OTHER,,6.6,,418.0,C,25.0,1260.0,,6.0,,,,,,10.1016/j.msea.2012.12.018,2012,304,Cr1 Nb1 Ti1 Zr1,SS+IM,BCC_B2#1,C15_LAVES#1,,,,0.7684595762902534,0.2315404237097465,,,,Cr1 Nb1 Ti1 Zr1,1312.25,1538.88,7006.341341214234,0.0,79.21472609951985,24387.835507103446,-76452.51081758531,,,,,,0.25,,0.25,,0.25,,,,0.25,,,,,,,,,1406.9799984768883,BCC+Sec.,0,0,1,0,0,0,0,0,6.694653825841517,142.0,442.5,2249.675,5.770549999999998,143.5525,0.08766780244706895,57.5,132.25,2.3,4.75,1.3862943611198906,211.0,4.076735259200634,809.0,35.34,82.0,81.0,2.0
52,101,309,45,Nb0.5 Ti0.5 V1 Zr0.5,BCC,OTHER,550.0,6.4,,304.0,C,25.0,918.0,,50.0,,109.0,,,,10.1016/j.msea.2012.12.018,2012,309,Nb0.5 Ti0.5 V1 Zr0.5,SS,BCC_B2#1,,,,,1.0,,,,,Nb0.5 Ti0.5 V1 Zr0.5,1421.04,1599.33,6205.667711235636,0.0,85.8324440458,33895.537499845384,-75369.16377045802,,,,,,,,0.2,,0.2,,,0.4,0.2,,,,,,,,,1046.16925333266,BCC,1,0,0,0,0,0,0,0,6.366493388633636,109.0,440.2,2236.94,4.399263999999999,142.5,0.07467438292802794,41.800000000000004,137.8,3.2966507177033493,4.6,1.3321790402101223,60.0,4.076735259200634,809.0,28.650000000000006,14.0,81.0,1.0
53,102,314,45,Nb1 Ti1 V1 Zr1,BCC,OTHER,550.0,6.5,,335.0,C,25.0,1105.0,,50.0,,104.0,,,,10.1016/j.msea.2012.12.018,2012,314,Nb1 Ti1 V1 Zr1,SS,BCC_B2#1,,,,,1.0,,,,,Nb1 Ti1 V1 Zr1,1489.08,1654.93,6279.504326919575,0.0,87.46448404284433,34250.76889267222,-77091.51929386862,,,,,,,,0.25,,0.25,,,0.25,0.25,,,,,,,,,906.7413150700886,BCC,1,0,0,0,0,0,0,0,6.4274226252151205,104.25,495.25,2250.425,4.113068749999999,145.225,0.07036167375786441,40.5,132.25,3.265432098765432,4.5,1.3862943611198906,60.0,4.076735259200634,809.0,28.650000000000006,14.0,81.0,1.0
54,106,322,48,Hf1 Mo0.25 Nb1 Ta1 Ti1 Zr1,BCC,CAST,,9.9,,395.0,C,25.0,1112.0,,50.0,,96.0,,,,10.1016/j. matlet.2016.03.133,2016,322,Hf1 Mo0.25 Nb1 Ta1 Ti1 Zr1,SS+IM,BCC_B2#1,BCC_B2#2,,,,0.4532215697267258,0.5467784302732742,,,,Hf1 Mo0.25 Nb1 Ta1 Ti1 Zr1,1866.63,2097.82,9735.115513816285,0.0,94.10424546328848,33657.62318215967,-86137.0812926066,,,,,,,,0.19047619047619047,0.047619047619047616,0.19047619047619047,,,,0.19047619047619047,,,0.19047619047619047,0.19047619047619047,,,,,645.3325014751007,BCC,1,0,0,0,0,0,0,0,9.924129917089545,120.99999999999999,2740.666666666667,2540.7047619047617,2.3362412698412687,149.3552380952381,0.052628560263295765,41.71428571428571,140.28571428571428,3.3630136986301373,4.476190476190476,1.724242093799718,261.0,12.175346107203493,1349.0,23.99000000000001,49.0,141.0,2.0
55,107,323,48,Hf1 Mo0.5 Nb1 Ta1 Ti1 Zr1,BCC,CAST,,10.0,,480.0,C,25.0,1317.0,,50.0,,102.0,,,,10.1016/j. matlet.2016.03.133,2016,323,Hf1 Mo0.5 Nb1 Ta1 Ti1 Zr1,SS+IM,BCC_B2#1,BCC_B2#2,,,,0.43638911078399417,0.5636108892160059,,,,Hf1 Mo0.5 Nb1 Ta1 Ti1 Zr1,1876.61,2143.85,9774.93505550772,0.0,93.54099269724131,32005.938546082652,-87071.7451575055,,,,,,,,0.18181818181818185,0.09090909090909093,0.18181818181818185,,,,0.18181818181818185,,,0.18181818181818185,0.18181818181818185,,,,,677.5367148116222,BCC,1,0,0,0,0,0,0,0,9.937948784009976,130.45454545454547,2621.0909090909086,2556.8545454545456,2.491196694214875,148.76000000000002,0.05478403955798449,40.72727272727273,144.36363636363637,3.5446428571428577,4.545454545454546,1.7677614722893293,261.0,12.175346107203493,1349.0,23.99000000000001,49.0,141.0,2.0
56,108,324,48,Hf1 Mo0.75 Nb1 Ta1 Ti1 Zr1,BCC,CAST,,10.0,,492.0,C,25.0,1373.0,,50.0,,109.0,,,,10.1016/j. matlet.2016.03.133,2016,324,Hf1 Mo0.75 Nb1 Ta1 Ti1 Zr1,SS+IM,BCC_B2#1,BCC_B2#2,,,,0.3594252706869234,0.6405747293130767,,,,Hf1 Mo0.75 Nb1 Ta1 Ti1 Zr1,1883.33,2177.43,9811.013940335275,0.0,93.00264170979891,30811.732112359718,-87580.63078421427,,,,,,,,0.17391304347826084,0.13043478260869565,0.17391304347826084,,,,0.17391304347826084,,,0.17391304347826084,0.17391304347826084,,,,,702.6395654810069,BCC,1,0,0,0,0,0,0,0,9.95056601032863,139.08695652173913,2511.913043478261,2571.6,2.610956521739129,148.21652173913046,0.056459622025996976,39.82608695652174,148.08695652173913,3.718340611353711,4.608695652173912,1.786723603389926,261.0,12.175346107203493,1349.0,23.99000000000001,49.0,141.0,2.0
